cat,keyword
天文地理,"云计算基于随机进化博弈动态的资源优化配置,云计算,资源分配,进化博弈,随机动态"
天文地理,"马里亚纳海沟挑战者深渊初期多金属氧化物的 矿物学、地球化学特征及其成因环境研究,多金属氧化物,矿物学,地球化学,马里亚纳海沟"
天文地理,"珠江口低盐透镜现象的声传播特性分析,珠江口,低盐透镜,传播损失,声道"
天文地理,"黏性土淹没射流破土实验研究,淹没射流,开沟,地基土承载力,"
天文地理,"15ka以来罗斯海陆架岩心沉积学记录及古海洋学意义,罗斯海,粒度,因子分析,沉积环境"
天文地理,"渤海湾氮、磷营养盐在水体和沉积物中 的分布特征及其相互关系,氮,磷,空间分布,迁移转化"
天文地理,"舟山六横岛海域浅部地层结构 与水下滑坡分布特征,六横岛,峡道,浅部地层结构,水下滑坡"
天文地理,"WRF模式中台风""启德""模拟对 参数化方案的敏感性分析,台风,中尺度大气模型,微物理参数化,积云对流参数化"
天文地理,"南极罗斯海表层沉积物GDGTs含量 分布及其环境意义,罗斯海,沉积物,GDGTs,TEX86"
天文地理,"基于EEMD和ARIMA的海温预测模型研究,集合经验模态分解,机器学习,自回归积分滑动平均模型,海表温度"
天文地理,"天津港主航道连续观测点潮流和余流特征分析,天津港,调和分析,潮流,余流"
天文地理,"船载X波段测波雷达有效波高的误差分析,物理海洋学,X波段雷达,有效波高,信噪比"
天文地理,"遥感海表盐度分析产品的有效分辨率研究,SMOS,Aquarius,海表盐度,遥感分析产品"
天文地理,"基于地理加权回归模型的水深反演算法研究,GWR,带宽,多光谱遥感,水深反演"
天文地理,"基于VIIRS数据的南黄海区域激光测深性能评估,机载LiDAR,CZMIL,VIIRS,漫衰减系数"
天文地理,"多光谱与纹理特征结合的WorldView-2影像海岸线提取方法研究——以马来西亚棉花岛为例,海岸线,表观反射率,提取指数,遥感"
天文地理,"宁波镇海沿岸岸滩演变分析,海洋地质学,岸线演变,特征等深线,水下岸坡"
天文地理,"海湾水交换对取排水工程的响应,三门湾,取排水工程,水交换,数值模拟"
天文地理,"盛夏北极边缘海冰与来年冬季NAO之联系,海-气相互作用,北极边缘海冰,北大西洋涛动 (NAO),跨季节遥相关"
天文地理,"黑海西北部涡旋与环流对跨陆架水交换的影响,跨陆架交换,边缘环流,涡旋,"
天文地理,"珠江口盆地荔湾凹陷北部早中新世沟槽特征及其成因,沟槽,早中新世,底流,荔湾凹陷"
天文地理,"南黄海夏季温盐年际变化时空模态与气候响应,海洋水文学,温度,盐度,时空模态"
天文地理,"深圳杨梅坑海域造礁石珊瑚共生藻分类 和遗传多样性研究,海洋生物学,造礁石珊瑚,共生藻,ITS序列"
天文地理,"基于改进内梅罗指数的东海中鹿岛 生态养殖区水质评价,海洋化学,改进内梅罗指数,养殖区,水质评价"
天文地理,"海南岛附近海域肉芝软珊瑚的鉴定,海洋生物学,肉芝软珊瑚,骨针,msh1"
天文地理,"近30年威海市海岸线时空变化及其驱动力,海岸带资源及其开发,海岸线,遥感,时空变化"
天文地理,"渤、黄海冬、夏季节风生流场年际变化时空模态与环流变异,海洋水文学,风生流场,速度势,流函数"
天文地理,"2012—2016年可见光红外成像辐射仪(VIIRS) 海表面温度产品精度检验分析,海洋水文学,VIIRS,SST,Argo浮标"
医药,"国外医学会及医学期刊在医生职业道德建设中的作用,医学期刊,职业道德,医生,"
医药,"境外短期交流对医学生医学人文素养影响的研究,医学人文,境外短期交流项目,医学生,"
医药,"美国匹兹堡大学医学院“跨学科生物医学研究生培养计划”课程改革与启示,匹兹堡大学医学院,跨学科,生物医学,研究生"
医药,"医学的真谛与哲学求解,医学人文,医学哲学,叙事医学,"
医药,"医学数字资源长期保存实践与分析,数字资源,长期保存,健康医疗,"
医药,"中国医学影像期刊的变迁,期刊,放射学,超声学,核医学"
医药,"基于NIH项目的美国医学人工智能发展态势分析,人工智能,医学人工智能,聚类分析,共现聚类网络"
医药,"医学伦理学教学的不足与优化建议,医学伦理学教学,翻转课堂,经典阅读,第二课堂"
医药,"直升机在海上医学救援中的应用,海上医学救援,直升机,救援流程,救援机构"
医药,"医学生中医体质与睡眠质量的相关性分析,医学生,睡眠质量,中医体质,横断面调查"
医药,"解剖实验室中的叙事医学与职业身份形成——以美国贝勒医学院为例,叙事医学,职业身份形成,解剖实验室,"
医药,"耆婆及其医学思想探析,耆婆,中印医学交流,《千金方》,"
医药,"医学院校实验动物培训平台的设计与构建,Moodle,实验动物培训平台,考核,"
医药,"人性化医疗与循证医学,经验医学,人性化医疗,循证医学,"
医药,"从临床思维角度探讨医学人文如何走进临床,医学人文,临床思维,临床决策,医疗流程"
医药,"《医学哲学》通识课教学探索,《医学哲学》,人文课程,通识教学,人才培养"
医药,"苗族医学对肺家咳嗽症的认识,苗族医学,肺家咳嗽症,认识,"
医药,"体外心肺复苏的医学伦理问题,体外心肺复苏,医学伦理,器官捐献,"
医药,"医学生人文素质评价标准及流程设计方法问题探讨,医学生,人文素质,人才培养,医患关系"
医药,"循证医学的真与善,循证医学,人文医学,证据,"
医药,"精准医学:全基因组关联研究在药物基因组学中的进展,精准医学,药物基因组学,全基因组关联研究,"
医药,"医疗影视作品融入医学人文教育的探索与实践,医疗影视作品,医学人文教育,健康中国,"
医药,"2007—2017年美国中华医学基金会卫生政策与体系科学项目资助分析,卫生政策,体系科学,基金,资助分析"
医药,"中日蒙求类医学古籍的研究,医学蒙求,蒙求类古医籍,医学启蒙教育,"
医药,"PBL教学法在肿瘤医学影像学住院医师规范化培训中的应用,肿瘤影像学,住院医师规范化培训,以问题为基础教学法,"
医药,"叙事医学促进跨专业教育合作的研究与实践,跨专业教育,叙事医学,跨专业团队合作,"
医药,"某医学院在校大学生网络成瘾与抑郁、焦虑的相关性研究,网络成瘾,医学生,抑郁,焦虑"
医药,"中国传统医德对医学生人文素养的教育启示,中国传统医德,医学生,人文素养教育,医学伦理学"
医药,"医患沟通不畅成因分析及其对医学教育的启示,医疗鉴定,医患沟通,医疗纠纷,"
医药,"从医学课程总论教学现状谈医学教学的本末问题,医学课程,总论教学,现状,调查"
医药,"本科医学教育质量改进全球标准(2015年修订版),世界医学教育联合会,本科医学教育标准,质量改进,"
医药,"临床医学研究生抑郁与人格特征、 应对方式的关系,临床医学,研究生,抑郁,应对方式"
医药,"叙事医学下的医患沟通方式——""好好说话"",叙事医学,平行病历,医患沟通,换位思考"
医药,"乡村全科执业助理医师资格考试医学综合笔试认知能力模型评价研究,证性因素分析,医师资格考试,认知能力模型,乡村全科执业助理医师"
医药,"钽材的医学应用及生物相容性机制,钽,医学应用,理化性质,生物相容性机制"
医药,"组织工程与再生医学领域的专利竞争态势,组织工程,再生医学,专利计量,专利分析"
医药,"医学伦理学的新视角:身体伦理学,身体伦理学,医学伦理学,生命伦理学,"
医药,"3D打印药物复合材料在生物医学中的应用,药物,金属元素,复合材料,3D打印"
医药,"生物活性玻璃/壳聚糖复合材料在 生物医学领域的应用,生物活性玻璃,壳聚糖,骨组织工程,缓释"
医药,"医学影像信息系统辅助全膝置换前计划中的作用与意义,数字,影像,全膝置换,术前计划"
医药,"来华医学留学生对安乐死的认知浅析——以温州医科大学为例,医学伦理学,安乐死,来华,医学留学生"
医药,"医学本科生科研素质培养实践,医学生,科研素养,批判性思维,论文写作"
医药,"液氙探测技术在医学成像上的研究进展,液氙探测,硅光电倍增管,医学成像,时间投影室"
医药,"基于患者感受视角的医学人文关怀现状调查与影响因素分析,医学人文关怀,患者感受,人文素质,医患关系"
医药,"儿科学教学中融入医学人文教育的途径与探索,儿科学,医学人文教育,人文精神,卓越医学人才"
医药,"我国健康管理现状及基于整体整合医学的健康管理体系建设,健康管理,整体整合医学,,"
医药,"从《医学衷中参西录》谈张锡纯应用鸡内金特色,张锡纯,鸡内金,医学衷中参西录,用药特色"
医药,"临床医学科研方案设计中的伦理问题与对策研究,临床医学,科研方案,医学伦理学,伦理审查"
医药,"正确运用循证医学证据指导临床实践,经验医学,循证医学,最佳证据,过度医疗"
医药,"临床医学专业学位研究生科研能力培养现状与思考,临床医学专业学位研究生,科研能力,现况,思考"
医药,"临床医学专业学位研究生规培适应不良与自我概念的相关性分析,适应不良,自我概念,规范化培训,田纳西自我概念量表"
医药,"人工智能在医学大数据标准化体系建设中的研究进展,人工智能,医学大数据,标准体系建设,技术应用"
医药,"""继承""与""创新""—— 传统医德向现代医学职业精神的发展,传统医德,现代医学职业精神,行业自治,"
医药,"孟河医派医学教育思想述要,孟河医派,中医教育,教育思想,常州"
医药,"我国高校医学伦理委员会建设初探,高校,医学伦理委员会,伦理委员会运行,"
医药,"生物医学科学专业课程体系的对比研究,生物医学科学,课程设置,医学教育,"
医药,"守卫身体——论医学干预的限度,身体,医学干预,限度,身体安全"
医药,"基于融合模式的医学影像技术专业英语教学实践研究,医学影像技术,专业英语,课程融合,课程成绩"
医药,"外军临床医学专业留学生医院实习满意度调查,临床医学,留学生,医院实习,临床教学"
医药,"立德树人视域下的医学伦理学教育,立德树人,医学生,医学伦理,医德教育"
医药,"我国高等医学院校筹资状况与问题分析,医学教育,医学院校,筹资制度,筹资结构"
医药,"基于医学工程学的放射组学研究应用探讨,放射组学,高通量,异质特征,精准医疗"
医药,"医学超声诊疗设备计量检测方法研究与探索,医学超声,水听器,声场检测,热释电效应"
医药,"叙事医学方式教学对护理学专业学生的专业自我概念和职业价值观的影响,叙事医学,护理专业自我概念,护士职业价值观,影响"
医药,"2013—2017年我国全科医学领域中青年作者论文影响力评价研究,全科医学,期刊论文,科学计量,文献计量学"
医药,"什么是叙事医学,个人叙事(主题),医学,人文科学,"
医药,"生物应急医学救援问题与对策研究,生物应急,医学救援,生物安全,"
医药,"4P医学模式在老年高血压患者社区护理中的应用,高血压,老年人,4P医学模式,社区护理"
医药,"中外传统医学中的放血疗法之比较,放血疗法,渊源,发展,传统医学"
医药,"医学装备管理职能科室人员质量管理考核方案的构建与实施,医疗器械,质量控制,质量管理,方法探讨"
医药,"循证医学与人性化医疗:实践现状、问题与原因分析,循证医学,循证实践,临床决策,医学理念"
医药,"叙事医学在基层社区卫生服务中的应用和作用,叙事医学,社区卫生服务,全科医生,"
医药,"世界物理治疗联盟国际课程认证背景下物理治疗专业教改初探——以首都医科大学康复医学院为例,世界物理治疗联盟,国际课程认证,物理治疗专业教育,核心课程体系"
医药,"抑郁症的现代医学治疗,抑郁症,现代医学,治疗,"
医药,"国内外医学术语共享服务平台建设现状及平台构建探讨,医疗信息化,医学术语,术语服务,术语平台"
医药,"健康中国视域下医学生医德教育目标优化研究,医德教育,健康中国,医学伦理学,知行合一"
医药,"在社区康复医学中应用叙事医学的探讨,叙事医学,社区康复,心理治疗,医学人文"
医药,"遵循医学人才成长规律将质量价值观落实到人才培养各环节,医学人才成长规律,质量价值观,,"
医药,"儒家心性修养学说与医学生德育教育相融合的理论与现实路径,儒家心性修养,医德教育,慎独,医学生教育"
医药,"性病患者诊治中的医学人文关怀,性传播疾病,人文关怀,依从性,"
医药,"临床医学专业基础医学整合课程实施与初步评价:以山西医科大学为例,基础医学,整合课程,实施,初步评价"
医药,"叙事医学教育在护理人文教育中的研究进展,叙事医学教育,护理人文教育,综述,"
医药,"当代医学模式下科技创新驱动医院发展之路,医学模式,科技创新,研究型医院,"
医药,"南昌市三级医院医生医患关系认知与医学职业精神认同的关系,医患关系,职业精神,职业界限,南昌"
医药,"E-learning环境下PBL在防原医学教学中的应用,E-learning,以问题为基础的学习,防原医学,医学教育"
医药,"卷积神经网络在医学图像分割中的研究进展,卷积神经网络,医学图像,图像分割,深度学习"
医药,"长安医学的传承与发展,长安医学,孙思邈,学术流派,传承发展"
医药,"强化军事医学特色的核医学教学模式,核医学,教学模式,军事医学,"
医药,"新安医学养生观研究,新安医学,养生观,固本培元,外邪致虚"
医药,"将舒缓医学融入全科医学教育培训中的实践与探索,临终关怀医疗,舒缓医学,全科医生,教育,继续"
医药,"医疗职业的享用功能:对医生幸福线索的梳理,医学,享用,幸福,精神需要"
医药,"临床路径教学法在肿瘤内科学带教的价值,医学教育,肿瘤内科学,临床路径教学法,"
医药,"不同培训基地内科学专业住院医师规范化培训质量同质化研究与实践,培训基地,住院医师,同质化,"
医药,"汪履秋教授临证验案举隅,汪履秋,中风,白浊,肺炎"
医药,"如何应对指南制订中的利益冲突,循证医学,临床实践指南,利益冲突,"
医药,"以器官系统为中心的""诊疗基础""课程整合探析,临床医学,诊断学,教学改革,器官系统"
医药,"董耀荣治疗冠心病心绞痛经验,冠心病心绞痛,董耀荣,中医药,胸痹"
医药,"内科学临床见习中的伦理问题探讨,内科学,临床见习,伦理学教育,"
医药,"金实教授从""心""论治皮肤血管炎经验,诸痛痒疮,皆属于心,血管炎,从心论治"
医药,"HIV感染者结肠黏膜镜下病变特点及病因学分析,艾滋病病毒,结肠镜检查,巨细胞病毒,单纯疱疹病毒"
医药,"豁痰解毒通络方干预颈动脉粥样硬化兔的内质网应激-自噬信号通路机制研究,豁痰解毒通络,颈动脉粥样硬化,内质网应激,自噬"
医药,"清开灵对小胶质细胞缺氧活化诱导的脑微血管内皮细胞Toll样受体4、 gp91phox和闭锁小带蛋白-1表达的影响,缺血性脑卒中,清开灵注射液,血脑屏障,小胶质细胞"
医药,"中医内科学学科形成及发展浅析,中医,内科学,发展,"
医药,"慢性心力衰竭大鼠脑血流量变化及其一氧化氮合酶作用机制,慢性心力衰竭,认知功能障碍,脑血流,内皮型一氧化氮合酶"
医药,"情景模拟在心血管内科学见习教学中的应用研究,情景模拟教学,心血管内科学,见习带教,"
医药,"病程记录书写中的常见错误与改进建议,病程记录,错误,建议,"
医药,"基于问题学习结合学生标准化病人在临床实践能力培养中的应用,基于问题学习,学生标准化病人,临床教学,实践能力"
医药,"中药独家品种说明书安全性信息的评价研究,中成药,独家品种,说明书,安全性"
医药,"SWAT计划和MIROR项目介绍及其对循证中医药学发展的启示,中医临床研究,循证中医药,方法学,SWAT"
医药,"内科学临床教学中PBL教学模式的应用分析,内科学,传统教学模式,PBL教学模式,教学效果"
医药,"基于数据挖掘技术探析针灸治疗椎动脉型颈椎病随机对照临床试验的选穴规律,针刺,椎动脉型颈椎病,颈椎病,数据挖掘"
医药,"转录因子FOXO1和干细胞标志物CD133与神经母细胞瘤临床病理因素相关性,叉头框转录因子O亚族1,CD133,神经母细胞瘤,肿瘤干细胞"
医药,"谁应该参与临床实践指南的制订?,临床实践指南,指南制订工作组,方法学家,"
医药,"中药对巨噬细胞的免疫调控作用,巨噬细胞,炎症,中药,"
医药,"以学生为主体的中医内科学见习课程新模式构建,以学生为主体,中医内科学,见习课程,教学模式"
医药,"中国胸痛中心建设中的医院行政特点及作用,胸痛中心,行政管理,心血管内科,政府"
医药,"慢性心力衰竭病人认知障碍特点及评价方法,慢性心力衰竭,认知障碍,认知评价量表,"
医药,"黄芪、当归、忍冬藤水提冻干粉组合对白细胞介素1β诱导大鼠T细胞亚群增殖与分化的影响,黄芪,当归,忍冬藤,中药水提物冻干粉"
医药,"Gal-3在肾脏纤维化中的作用研究进展,慢性肾脏病,半乳糖凝集素3,慢性炎症,肾脏纤维化"
医药,"""记忆规律""在中医内科学临床教学中的应用,记忆规律,中医内科学,临床教学,应用"
医药,"《中医内科学》""胸痹""疑难点的教学思路探讨,胸痹,教学,中医病机,中医药疗法"
医药,"""病证""概念同""病""""证""""症""的区别及其重要性,病证,概念,证候,症状"
医药,"中医内科学PBL教学法问题设置初探,PBL,中医内科学,教学法,问题设置"
医药,"如何区分临床实践指南与专家共识,临床实践指南,专家共识,循证医学,"
医药,"何谓内科学?其包括哪些范围?,护士进修杂志,,,"
医药,"罗马Ⅳ标准在功能性胃肠病学临床教学中的应用探讨,临床教学,罗马Ⅳ标准,功能性胃肠病,消化内科学"
医药,"湿热咳嗽研究概述,湿热咳嗽,湿热体质,研究进展,病机辨治"
医药,"“荣誉教育”与医德教育相关性探析,医德教育,荣誉教育,卓越医生,优秀人才"
医药,"以问题为基础的教学方法在中医内科学典型病案教学中的应用研究,教学方法,病案,教育,中医,"
医药,"中文版主观负荷评估法量表和美国国家航空航天任务负荷指数量表评估三级医院内科医生脑力负荷的信效度研究,工作负荷量,医师,内科学,信度"
医药,"浅谈《中医内科学》肾系病证临床教学体会,《中医内科学》,肾系病证,临床教学体会,"
医药,"活血益气方促缺氧人脐静脉内皮细胞迁移及其相关调控基因mRNA表达的拆方研究,活血益气方,人脐静脉内皮细胞,血管新生,细胞迁移"
医药,"扶正化瘀方对血管紧张素Ⅱ诱导的心肌成纤维细胞miR-29b-5p表达的影响,扶正化瘀方,心肌成纤维细胞,miR-29b-5p,增殖"
医药,"也谈美容内科学的兴起和发展——重温《中国美容整形外科杂志》2011年第12期关于美容内科学四篇文章有感,美容内科学,整形美容,美容医学,"
医药,"中医内科学教学模式改进探讨,中医内科学,教学,,"
医药,"口腔内科学信息化教学初探,信息化教学,口腔内科学,龋病,探索"
医药,"中医内科学开放式教学模式的探讨,中医内科学,开放式教学,教学改革,"
医药,"PBL教学在中医内科学课堂教学中的应用,基于问题学习,中医内科学,教学方法,"
医药,"多样化教学在西医内科学教学中的应用探索,医学高等教育,西医,内科学,教学方法"
医药,"外国留学生神经内科学的教学体会,留学生,神经内科学,教学,"
医药,"扶正化瘀胶囊对心肌梗死后心肌纤维化大鼠微小RNA-29家族表达的影响,心肌纤维化,心肌梗死,扶正化瘀胶囊,微小RNA-29"
医药,"冠心病中医辨证存在问题与对策,冠心病,辨证规范,思路方法,"
医药,"英国临床医学专业本科阶段老年医学教育与启示,本科临床医学专业,老年医学教育,英国,"
医药,"2014级五年制三教班外科学及野战外科学期末试卷分析,试卷分析,外科学及野战外科学,教学效果,三教班"
医药,"MOOC在普通外科学教学中的实践,慕课,医学教育,普通外科学,实践探讨"
医药,"胆道外科的历史与发展,胆道外科,历史,腹腔镜检查,手术机器人"
医药,"3种麻醉方式在老年髋部骨折手术治疗中的应用效果,麻醉方式,老年人,髋骨折/外科学,"
医药,"丙泊酚对腹腔镜下子宫肌瘤剔除术患者的麻醉效果及对缩血管因子水平的影响,平滑肌瘤,外科学,子宫肿瘤,外科学"
医药,"基于微课的翻转课堂在动物外科教学中的应用:以清创术课程为例,微课,翻转课堂,动物外科学,清创术"
医药,"虚拟解剖技术联合案例教学在外科学基础实验教学中的应用研究,虚拟解剖技术,基于案例学习,外科学基础实验,教学模式"
医药,"单孔胸腔镜与常规电视胸腔镜治疗创伤性气胸的疗效比较,气胸,外科学,,"
医药,"经第12肋骨前路病灶清除自体髂骨植骨融合钢板螺钉内固定术治疗胸腰段脊柱结核临床研究,胸腰段脊柱结核,外科学,前路手术,后路手术"
医药,"老龄背景下叙事医学在外科的探索,老龄化,叙事医学,叙事能力,外科学"
医药,"乳腺外科学教学指导库在临床医学硕士专业学位研究生教学中的应用研究,教学指导库,研究生教学,乳腺外科,教学改革"
医药,"小儿椎管内肿瘤显微切除术后疗效分析,椎管/外科学,显微外科手术,脊髓压迫症,治疗结果"
医药,"中医外科的阴阳观探讨,中医外科,阴阳观,辨证论治,"
医药,"新生儿一期矫治主动脉缩窄合并心内畸形的疗效分析,主动脉缩窄/外科学,心脏缺损,先天性/外科学,治疗结果,婴儿,新生"
医药,"等离子消融联合臭氧消融治疗颈椎间盘突出症的临床效果,椎间盘移位/外科学,,,"
医药,"宫腔镜手术联合甲羟孕酮治疗子宫内膜息肉40例疗效观察,子宫内膜肿瘤,外科学,药物疗法,"
医药,"腹腔镜下前列腺癌根治手术前后患者血清T‐PSA、F‐PSA、VEGF、FSH水平变化及意义,前列腺肿瘤,外科学,前列腺切除术,腹腔镜检查"
医药,"改良唇红瓣及口轮匝肌分束吻合在面横裂修复中的应用,巨口/外科学,唇外科学,修复外科手术/方法,外科皮瓣"
医药,"胸腔镜手术与开胸手术治疗胸腺瘤合并重症肌无力的临床疗效比较 ?,胸腺肿瘤,并发症,重症肌无力,外科学"
医药,"巩膜隧道切口小梁切除术和常规小梁切除术治疗急性闭角型青光眼疗效比较,青光眼,闭角型,外科学,"
医药,"局部持续冲洗化疗在腰椎结核Ⅰ期后路病灶清除植骨融合内固定术中的应用 ?,结核,脊柱,外科学,药物疗法"
医药,"罗伊适应模式联合快速康复护理对胃癌根治术患者胃动力、机体应激及癌因性疲乏的影响,胃肿瘤/外科学,康复护理,,"
医药,"两种保留子宫的腹腔镜手术治疗子宫脱垂的疗效比较,子宫脱垂/外科学,腹腔镜检查,,"
医药,"485例胆道闭锁行Kasai手术患儿的麻醉分析,胆道闭锁/外科学,麻醉,儿童,"
医药,"胸腔镜手术治疗双侧肺大疱合并自发性气胸的临床疗效及术后复发的危险因素分析,气胸/外科学,胸腔镜检查,预后,"
医药,"微创闭合复位PFNA内固定治疗老年股骨转子间骨折疗效观察,股骨骨折/外科学,骨折闭合复位,,"
医药,"手术前后康复训练对前列腺癌根治术患者术后控尿功能及生活质量的影响,前列腺肿瘤/外科学,康复护理,,"
医药,"LEEP联合干扰素对宫颈上皮内瘤变患者免疫功能和高危型 HPVDNA表达的影响,宫颈上皮内瘤样病变/外科学,药物疗法,,"
医药,"腹腔镜与开放手术治疗前列腺癌的效果及对患者生活质量的影响,前列腺肿瘤/外科学,腹腔镜检查,生活质量,"
医药,"肺磨玻璃结节诊治进展,肺磨玻璃结节,结节征象,随访,治疗方法"
医药,"急诊腹腔镜脾切除术治疗外伤性脾破裂疗效观察,脾破裂/外科学,脾切除术,腹腔镜检查,"
医药,"CINⅢ级患者宫颈冷刀锥切术后 1年复发的危险因素分析,宫颈上皮内瘤样病变/外科学,复发,,"
医药,"逆行输尿管软镜碎石术治疗≤2 cm肾结石122例临床观察,肾结石/外科学,输尿管镜检查,碎石术/方法,"
医药,"瑞芬太尼复合丙泊酚麻醉在经皮肾镜碎石术中的应用效果,肾结石/外科学,腹腔镜检查,碎石术,二异丙酚"
医药,"Ⅲ-b型先天性肠闭锁患儿的治疗,肠闭锁/外科学,肠梗阻/先天性,短肠综合征/并发症,短肠综合征/外科学"
医药,"腹腔镜远端胃癌D2根治术术后消化道瘘发生情况及危险因素分析,腹腔镜检查,腹腔镜,胃肿瘤,外科学"
医药,"腹腔镜与开腹手术治疗急性阑尾炎术后切口感染的危险因素分析,阑尾炎,外科学,急性病,腹腔镜检查"
医药,"多模式综合镇痛方案在原发性肝癌介入手术中的应用效果 ?,肝肿瘤,外科学,疼痛,手术后"
医药,"一步扩张法建立经皮肾通道在PCNL加速康复外科中的应用,内窥镜检查,碎石术,方法,肾结石"
医药,"改良根治术与保乳手术对早期乳腺癌患者术后心理状况和生活质量的影响,乳腺肿瘤,外科学,生活质量,乳腺肿瘤"
医药,"低水平激光在口腔颌面外科领域研究进展,低水平激光,口腔颌面外科手术,机制,"
医药,"腹腔镜下根治性全膀胱切除术中经食道超声心动图容量指导补液治疗对肾功能的影响,膀胱切除术/外科学,腹腔镜检查,超声心动描记术,"
医药,"开颅与介入治疗颈内动脉床突上段血泡样动脉瘤的疗效比较,颅内动脉瘤/外科学,颈内动脉床突上段动脉瘤,支架,"
医药,"从临床思维角度探讨医学人文如何走进临床,医学人文,临床思维,临床决策,医疗流程"
医药,"临床医学研究生抑郁与人格特征、 应对方式的关系,临床医学,研究生,抑郁,应对方式"
医药,"正确运用循证医学证据指导临床实践,经验医学,循证医学,最佳证据,过度医疗"
医药,"临床医学科研方案设计中的伦理问题与对策研究,临床医学,科研方案,医学伦理学,伦理审查"
医药,"临床医学专业学位研究生科研能力培养现状与思考,临床医学专业学位研究生,科研能力,现况,思考"
医药,"临床医学专业学位研究生规培适应不良与自我概念的相关性分析,适应不良,自我概念,规范化培训,田纳西自我概念量表"
医药,"外军临床医学专业留学生医院实习满意度调查,临床医学,留学生,医院实习,临床教学"
医药,"临床医生参加医学科普能力培训意愿及培训需求调查分析,医学科普,医院宣传,培训意愿,"
医药,"临床医学博士专业学位研究生培养满意度调查,临床医学,博士专业学位,满意度,培养体制"
医药,"中国临床医学研究发展现状与未来展望,临床医学,临床研究,竞争力分析,计量分析"
医药,"临床医学专业基础医学整合课程实施与初步评价:以山西医科大学为例,基础医学,整合课程,实施,初步评价"
医药,"生命教育融入临床医学专业课程的路径思考,生命教育,临床医学专业,生命伦理素养,课程建构"
医药,"临床技能竞赛在医学生教育培养中的运用,技能竞赛,医学,教育,"
医药,"“4+4”模式八年制临床医学专业神经病学临床实习带教探讨,模块教学,八年制临床医学专业,实习,云模型"
医药,"蓄力中医药临床医学研究,中医药,临床医学研究,医案,叙事医学"
医药,"重庆市某高校临床医学硕士专业学位研究生培养满意度现状及其影响因素,临床医学硕士,专业学位研究生,培养,满意度"
医药,"关节镜下视频教学在运动医学临床实习教学中的应用,关节镜,运动医学,视频教学,"
医药,"积极心理学在临床医学中的应用与问题分析,积极心理学,临床医学,应用,前景"
医药,"医学生骨科临床实习阶段存在的问题及解决方法,医学生,骨科,教学,临床实习"
医药,"BOPPPS教学模式结合基于案例学习教学方法在临床医学概论课程教学中的应用,BOPPPS教学模式,基于案例学习,临床医学概论,医学检验技术专业"
医药,"医学信息化手段在临床教学中的应用及展望,医学信息化,临床教学,电子病历共享平台,"
医药,"如何应对指南制订中的利益冲突,循证医学,临床实践指南,利益冲突,"
医药,"循证医学与人性化医疗:实践现状、问题与原因分析,循证医学,循证实践,临床决策,医学理念"
医药,"临床人文胜任力的价值意涵、实践路径与测评,医学人文素养,临床人文胜任力,能力测评,"
医药,"精准医学:全基因组关联研究在药物基因组学中的进展,精准医学,药物基因组学,全基因组关联研究,"
医药,"医学生人文素质评价标准及流程设计方法问题探讨,医学生,人文素质,人才培养,医患关系"
医药,"置信职业行为在临床医学教育中的应用,置信职业行为,胜任力,评价模式,"
医药,"临床流行病学和循证医学的学科建设,临床流行病学,循证医学,临床决策,医学教育"
医药,"“五步七评”法规范化培训机制对肾内科研究生培养初探,肾内科,研究生,规范化培训,五步七评法"
医药,"远程三级诊疗模式在基层医学影像科的临床应用,虚拟专用网络(VPN),远程会诊,对口支援,医联体"
医药,"临床医学生医学伦理素养培育的思政教学空间建设探究,医学生,医学伦理素养,思想政治理论课,医学伦理学教学"
医药,"医学生临床技能培训信息平台的构建和应用效果,医学生,临床技能培训,信息平台,"
医药,"系统综述、循证医学与医疗器械上市前临床评价的探讨,系统综述,循证医学,医疗器械,临床评价"
医药,"临床特色模块实践教学改革研究,临床,特色模块,实践教学,改革"
医药,"人性化医疗与循证医学,经验医学,人性化医疗,循证医学,"
医药,"境外短期交流对医学生医学人文素养影响的研究,医学人文,境外短期交流项目,医学生,"
医药,"鼻咽癌细胞组织与血液的SERS光谱研究进展,表面增强拉曼光谱技术,鼻咽癌,细胞,组织"
医药,"以器官系统为中心的""诊疗基础""课程整合探析,临床医学,诊断学,教学改革,器官系统"
医药,"异种胰岛移植临床研究专家共识(2019专家建议版),异种移植,胰岛移植,供体猪,动态药品生产管理规范"
医药,"从医学课程总论教学现状谈医学教学的本末问题,医学课程,总论教学,现状,调查"
医药,"人工智能在医学大数据标准化体系建设中的研究进展,人工智能,医学大数据,标准体系建设,技术应用"
医药,"基于NIH项目的美国医学人工智能发展态势分析,人工智能,医学人工智能,聚类分析,共现聚类网络"
医药,"叙事医学下的医患沟通方式——""好好说话"",叙事医学,平行病历,医患沟通,换位思考"
医药,"医学数字资源长期保存实践与分析,数字资源,长期保存,健康医疗,"
医药,"泰山医学院临床医学专业毕业生核心竞争力的调查,核心竞争力,临床医学专业,毕业生,用人单位"
医药,"患者偏好与医患共同决策,患者偏好,医患共同决策,循证医学,决策辅助"
医药,"医学的真谛与哲学求解,医学人文,医学哲学,叙事医学,"
医药,"公立医院及科研院所临床科研项目过程管理问题与对策,医学研究,科研管理,临床科研,过程管理"
医药,"基于基础医学虚拟仿真实验平台的""早期临床"" ""早期科研""实践课程体系构建及应用,基础医学教学,虚拟仿真,早期科研,早期临床"
